HouseID,Description,City/Province,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude,Property Type,Storeys,Project
114,"For Sale 3-Bedroom Townhouse in Tanza, Cavite at Micara Estates | PORTIA Typical End Unit w/ Fence",Tanza,"Antero Soriano Highway Sahud Ulan, Tanza",2258057.0,3,1,45.0,62.0,14.366749,120.8184475,Townhouse,0,Micara Estates
115,"For Sale 3BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara w/ CB 99sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5991000.0,3,2,66.0,99.0,15.4710779,120.9821312,House and Lot,2,Camella Nueva Ecija
116,"Townhouse with 2 Bedrooms for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Adlaw Model",Davao,"Tugbok, Davao",3600000.0,2,2,48.3,50.0,7.1035383,125.4948467,Townhouse,0,PHINMA Maayo Tugbok
117,"For Sale RFO 2BR 2-Storey Townhouse in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Reana IU 36sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",2972000.0,2,1,40.0,36.0,15.4710779,120.9821312,Townhouse,2,Camella Nueva Ecija
118,"2BR 2-Storey Townhouse for Sale in Mabalacat, Pampanga at Talanai Homes | MAHOGANY",Mabalacat,"Sapang Biabas, Mabalacat",1400000.0,2,1,40.0,40.0,15.1987752,120.6026101,Townhouse,2,Talanai Homes
119,"For Sale 4BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dani 99sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7315000.0,4,3,83.0,99.0,15.4710779,120.9821312,House and Lot,2,Camella Nueva Ecija
120,"4BR Single Attached House and Lot for Sale in Mexico, Pampanga at Ajoya Pampanga",Mexico,"Eden, Mexico",5278000.0,4,3,91.0,143.0,15.1262529,120.6580131,House and Lot,0,Ajoya Pampanga
121,"2BR Single Attached House and Lot for Sale in Mexico, Pampanga at Ajoya Pampanga",Mexico,"Eden, Mexico",3970000.0,2,2,59.0,88.0,15.1262529,120.6580131,House and Lot,0,Ajoya Pampanga
122,"Austine Homes | Amber 2BR Townhouse for Sale in Mabalacat, Pampanga | Futura by Filinvest",Mabalacat,"Santa Maria, Mabalacat",1979000.0,2,1,40.4,43.2,15.2270079,120.5922007,Townhouse,0,Austine Homes
123,"New Leaf | Diana 2BR SA House for Sale in Trece Martires, Cavite | Futura by Filinvest",Trece Martires,"The Wood Estates, Brgy. Hugo Perez, Trece Martires",3148800.0,2,1,37.3,70.0,14.3100648,120.8721289,Other,0,Futura by Filinvest
124,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 158sqm",Subic,"Aningway Sacatihan, Subic",8434000.0,5,3,100.0,158.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
125,"Ready For You: 2BR SA House and Lot for Sale in Mexico, Pampanga at Ajoya Pampanga at Php 31,975 monthly amortization",Mexico,"Eden, Mexico",3979000.0,2,2,59.0,88.0,15.1262529,120.6580131,House and Lot,0,"Ajoya Pampanga at Php 31,975 monthly amortization"
126,"3-Bedroom House and Lot for Sale in Imus, Cavite at Lancaster New City | CHESSA Model",Imus,"Alapan Ii-A, Imus",5978000.0,3,3,90.0,100.0,14.4084522,120.8964956,House and Lot,0,Lancaster New City
127,"For Sale 3-Bedroom 2-Storey House and Lot in Mabalacat, Pampanga at Talanai Homes | AGOHO",Mabalacat,"Sapang Biabas, Mabalacat",2706500.0,3,2,62.0,65.0,15.1987752,120.6026101,House and Lot,2,Talanai Homes
128,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani w/ CB 217sqm",Subic,"Aningway Sacatihan, Subic",10501000.0,4,3,83.0,217.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
129,"3-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | GABRIELLE Model",General Trias,"Pasong Camachile I, General Trias",6650000.0,3,2,84.0,120.0,14.3723207,120.8976745,House and Lot,0,Lancaster New City
130,"3-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | CHESSA Model",General Trias,"Pasong Camachile I, General Trias",5978000.0,3,3,90.0,100.0,14.3723207,120.8976745,House and Lot,0,Lancaster New City
131,"3BR House and Lot for Sale in Mexico, Pampanga | Parklane at The Lakeshore, Hyde",Mexico,"San Rafael, Mexico",2705850.0,3,2,77.3,,15.0874959,120.6742393,House and Lot,0,"The Lakeshore, Hyde"
132,"BIG DISCOUNT (up to 500k)! For Sale 3-Bedroom Single Attached House and Lot at PTC Suncrest in Imus, Cavite | Rosanna Model",Imus,"Carsadang Bago I, Imus",5234791.0,3,2,75.0,112.0,14.4289186,120.928888,House and Lot,0,"PTC Suncrest in Imus, Cavite"
133,RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 143sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",10748000.0,5,3,166.0,143.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
134,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",26365000.0,3,3,219.3,90.0,14.4270005,121.0452782,Townhouse,3,"Likha Residences, Muntinlupa"
135,"2BR 2-Storey Townhouse for Sale in Malolos, Bulacan at Camella Provence | Arielle IU",Malolos,"Longos, Malolos",3025000.0,2,1,36.0,42.0,14.87426,120.7915336,Townhouse,2,Camella Provence
136,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",28348000.0,3,3,219.3,105.0,14.4270005,121.0452782,Townhouse,3,"Likha Residences, Muntinlupa"
137,"For Sale 4BR 3-Storey Townhouse in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands",Dasmarinas,"Aguinaldo Highway San Agustin I, Dasmarinas",9500000.0,4,4,132.0,66.0,14.3214271,120.94188,Townhouse,3,Dasmariñas Highlands
138,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Bella 99sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5705000.0,2,2,53.0,99.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
139,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle Combo Lot 96sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5174000.0,2,1,46.0,96.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
140,"RFO 2-Storey House and Lot w/ 1BR Provision for Sale in Subic, Zambales at Camella Subic | Aleah",Subic,"Aningway Sacatihan, Subic",2341000.0,1,1,33.0,70.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
141,"RFO 3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Jade",Malolos,"Longos, Malolos",10413000.0,3,2,76.0,128.0,14.87426,120.7915336,House and Lot,2,Camella Provence
142,"RFO 2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Mika",Malolos,"Longos, Malolos",5179000.0,2,1,46.0,60.0,14.87426,120.7915336,House and Lot,2,Camella Provence
143,"RFO 2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Bella 88sqm",Malolos,"Longos, Malolos",6005000.0,2,2,53.0,88.0,14.87426,120.7915336,House and Lot,2,Camella Provence
144,"For Sale 3BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara 99sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",6200000.0,3,2,66.0,99.0,15.4710779,120.9821312,House and Lot,2,Camella Nueva Ecija
145,"For Sale RFO 2BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4454000.0,2,1,40.0,63.0,15.4710779,120.9821312,House and Lot,2,Camella Nueva Ecija
146,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Mika 63sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4458000.0,2,1,46.0,63.0,15.4710779,120.9821312,House and Lot,2,Camella Nueva Ecija
147,"RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Carmela",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8915000.0,3,2,66.0,121.0,15.4710779,120.9821312,House and Lot,2,Camella Nueva Ecija
148,2BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Ezabelle 63sqm,Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4270000.0,2,1,46.0,63.0,15.4710779,120.9821312,House and Lot,2,Camella Nueva Ecija
149,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4263000.0,2,1,40.0,63.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
150,"RFO 4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dani 99sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7503000.0,4,3,83.0,99.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
151,"RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Carmela",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8915000.0,3,2,66.0,121.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
152,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Mika 63sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4458000.0,2,1,46.0,63.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
153,"For Sale RFO 2BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4454000.0,2,1,40.0,63.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
154,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle Combo Lot 96sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5174000.0,2,1,46.0,96.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
155,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Mika 60sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4633000.0,2,1,46.0,60.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
156,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",26393000.0,3,3,219.3,91.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
157,"2BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Nest",Mexico,"Divisoria, Mexico",4710000.0,2,2,72.0,121.0,15.0924892,120.6827977,House and Lot,0,"The Lakeshore, Nest"
158,Futura Homes Koronadal | Amber 2BR Townhouse Inner Unit for Sale in South Cotabato | Futura by Filinvest,Koronadal,"Purok Hurtado Concepcion, Koronadal",2683000.0,2,1,40.3,50.4,6.4918813,124.7994309,Townhouse,0,Futura Homes Koronadal
159,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",28348000.0,3,3,219.3,105.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
160,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit (Garden Unit)",,,28376000.0,3,3,219.3,106.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
161,"For Sale 3BR House and Lot in Urdaneta, Pangasinan at Camella Urdaneta | Cara 110sqm",Urdaneta,"Macarthur Hwy Anonas, Urdaneta",6286000.0,3,2,66.0,110.0,16.0015834,120.5760561,House and Lot,0,Camella Urdaneta
162,"L-R-1-249- Acquired Property for Sale in Lot 8, Block 12, 7th Road, Sta. Monica Heights Subdivision, Phase 1, Brgy. San Rafael, Tarlac City, Tarlac - Retail",Tarlac,"San Rafael, Tarlac",4216700.0,0,0,169.0,180.0,15.3219543,120.5961487,Other,0,"Heights Subdivision, Phase 1, Brgy. San Rafael, Tarlac City, Tarlac - Retail"
163,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara 146sqm",Subic,"Aningway Sacatihan, Subic",6810000.0,3,2,66.0,146.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
164,"4-Bedroom House and Lot for Sale in Imus, Cavite at Lancaster New City | BRIANA Model",Imus,"Alapan Ii-A, Imus",6756360.0,4,3,110.0,100.0,14.4084522,120.8964956,House and Lot,0,Lancaster New City
165,"1BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Duo Work Live",Mexico,"Divisoria, Mexico",1635170.0,1,1,78.7,,14.4321626,121.0452418,House and Lot,0,"The Lakeshore, Duo Work Live"
166,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",33792000.0,3,3,247.4,93.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
167,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",26393000.0,3,3,219.3,91.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
168,"RFO House and Lot For Sale in Summerfield, Antipolo City, Rizal",Antipolo,"San Jose, Antipolo",5700000.0,4,3,90.0,78.0,14.5853745,121.1822801,House and Lot,0,
169,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",32539000.0,3,3,247.4,93.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
170,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",28348000.0,3,3,219.3,105.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
171,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",28776000.0,3,3,219.3,90.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
172,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 88sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4872000.0,2,1,50.0,88.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
173,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara w/ CB 99sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",6319000.0,3,2,66.0,99.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
174,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Marga 72sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",4315000.0,2,1,46.0,72.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
175,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 150sqm",Subic,"Aningway Sacatihan, Subic",7907000.0,3,2,66.0,150.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
176,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 121sqm",Subic,"Aningway Sacatihan, Subic",7421000.0,5,3,100.0,121.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
177,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani 99sqm",Subic,"Aningway Sacatihan, Subic",6087000.0,4,3,83.0,99.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
178,"4BR 3-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands",Dasmarinas,"Aguinaldo Highway San Agustin I, Dasmarinas",9500000.0,4,4,132.0,66.0,14.3152974,120.9450966,Townhouse,3,Dasmariñas Highlands
179,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit Facing Clubhouse (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",28572000.0,3,3,219.3,103.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
180,For Sale 3BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Cara 88sqm,Tarlac,"Camella Tarlac Access Rd. Maliwalo, Tarlac",5776000.0,3,2,66.0,88.0,15.4777848,120.6140745,House and Lot,2,Camella Tarlac
181,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",26365000.0,3,3,219.3,90.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
182,"3BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Cocoon",Mexico,"Divisoria, Mexico",3190000.0,3,2,60.0,80.0,14.4321626,121.0452418,House and Lot,0,"The Lakeshore, Cocoon"
183,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara w/ CB 162sqm",Subic,"Aningway Sacatihan, Subic",8277000.0,3,2,66.0,162.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
184,for sale alli house and lot 2 bedroom at  camella butuan city,Butuan,"Camella Prima Butuan, Barangay Ampayon, Butuan City Ampayon, Butuan",4480180.0,2,1,40.0,88.0,8.955797,125.5900574,House and Lot,0,camella butuan city
185,"2BR 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | APITONG",Mabalacat,"Sapang Biabas, Mabalacat",2224500.0,2,1,50.0,65.0,15.1987752,120.6026101,House and Lot,2,Talanai Homes
186,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,Muntinlupa,"Cupang, Muntinlupa",31348000.0,3,3,247.4,92.0,14.4378843,121.0503212,Townhouse,3,Likha Residences
187,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 132sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",9584000.0,5,3,142.0,132.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
188,"RFO 5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 110sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",7618000.0,5,3,100.0,110.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
189,"BTS 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",4383000.0,2,1,40.0,63.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
190,"Single Storey Modern Smart House For Sale in Bayanihan, BF Homes, Paranaque City",Paranaque,"B.F. Homes, Paranaque",31800000.0,4,5,,308.0,14.4462789,121.0274109,Other,0,"BF Homes, Paranaque City"
191,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani 146sqm",Subic,"Aningway Sacatihan, Subic",7340000.0,4,3,83.0,146.0,14.9131781,120.2282421,House and Lot,2,Camella Subic
192,Avida Land an Ayala land Company House and Lot in Pampanga,Angeles,"Mining, Angeles",8000000.0,3,2,84.0,84.0,15.1451282,120.6028533,House and Lot,0,
193,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",Muntinlupa,"Km. 19 West Service Rd. Cupang, Muntinlupa",34016000.0,3,3,247.4,93.0,14.4321626,121.0452418,Townhouse,3,"Likha Residences, Muntinlupa"
194,"3-Bedroom Townhouse for Sale in Kawit, Cavite at Lancaster New City | ANICA Model",Kawit,"San Sebastian, Kawit",2389000.0,3,1,50.0,50.0,14.4129793,120.8886677,Townhouse,0,Lancaster New City
195,"3BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village, SA65",Lipa,"Bugtong Na Pulo, Lipa",4928000.0,3,1,65.0,116.0,13.9984308,121.1674592,House and Lot,0,"The Villages at Lipa - Brook Village, SA65"
196,"Ready For You: 2BR Townhouse (TH53) for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village at Php 63,433 monthly amortization",Lipa,"Bugtong Na Pulo, Lipa",4006000.0,2,1,53.0,52.0,13.9984308,121.1674592,Townhouse,0,"The Villages at Lipa - Brook Village at Php 63,433 monthly amortization"
197,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Greta 143sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10956000.0,5,3,166.0,143.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
198,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 141sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8686000.0,4,3,85.0,141.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
199,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 65sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",3230000.0,2,1,36.0,65.0,15.468244,120.9764138,Townhouse,2,Camella Nueva Ecija
200,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 89sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",5772000.0,2,2,53.0,89.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
201,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 121sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",8732000.0,5,3,142.0,121.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
202,"RFO 4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana Combo 204sqm",Cabanatuan,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",10863000.0,4,3,85.0,204.0,15.468244,120.9764138,House and Lot,2,Camella Nueva Ecija
